0.999,0.37396142,0.3725934,[ 1.         -3.9927566  -0.09804211 -1.701696    1.8216377  -0.12503716],0,0.0
0.999,0.41989312,0.41852844,[-2.5        -4.467964    0.11182804 -0.7853982   2.2794414  -0.5783871 ],3,0.0
0.999,0.029202478,0.028101921,[-1.         -4.134551   -0.10685263 -1.701696    1.9228884   0.30545372],0,0.0
0.999,0.37851077,0.37714285,[-2.         -4.4414477   0.08531153 -0.7853982   2.2481146  -0.585585  ],2,0.0
0.999,0.42791098,0.4265474,[ 0.         -4.063373   -0.39743498 -1.9634954   1.8276002   0.2843827 ],2,0.0
0.999,0.36148813,0.36012018,[-3.         -4.35914    -0.26165664 -2.0943952   2.1691449   0.7321544 ],4,0.0
0.999,0.45976245,0.45840478,[ 0.5        -3.9850643  -0.10097895 -1.4398966   1.814944   -0.38881943],2,0.0
0.999,0.16171406,0.16042024,[-1.         -4.381818    0.0284504  -1.0471976   2.1787317  -0.33958268],3,0.0
0.999,0.1579443,0.15665364,[ 0.         -4.         -0.1        -1.4398966   1.7612284  -0.22846131],2,0.0
0.999,0.15702435,0.15573448,[ 0.         -4.063373   -0.39743498 -2.0943952   1.8276002   0.4152824 ],0,0.0
0.999,0.3874807,0.3861131,[ 1.         -4.087766   -0.11844952 -1.9634954   1.8378226   0.39948818],0,0.0
0.999,0.20546743,0.20414281,[ 1.5        -4.1832438  -0.16910377 -1.5707964   1.9370601  -0.05485623],2,0.0
0.999,5.77542,5.784564,[-2.5        -4.4907928   0.14157878 -0.65449846  2.3079998  -0.700888  ],3,-5.0667553
0.999,0.27727202,0.27591652,[ 0.5        -3.977564   -0.10097895 -1.5707964   1.8076929  -0.2587143 ],0,0.0
0.999,0.16474244,0.16344613,[-1.5        -4.2830763  -0.12739375 -1.5707964   2.0348768  -0.03697173],0,0.0
0.999,0.35601735,0.35464954,[ 1.         -4.062828   -0.39825067 -2.2252948   1.8271466   0.5458237 ],2,0.0
0.999,0.20867585,0.20734936,[-1.         -3.9917974  -0.09319762 -1.3089969   1.7735273  -0.09810408],4,0.0
0.999,0.37224913,0.37088108,[ 1.         -3.700895    0.11943167 -2.3561945   1.4666171   0.90882635],0,0.0
0.999,0.056086186,0.054926574,[ 1.         -3.8738453  -0.11660859 -1.5707964   1.6240044  -0.01196456],0,0.0
0.999,0.10551726,0.10428125,[ 4.5        -1.696523    0.52991366 -1.4398966   0.02165695  1.3649895 ],0,0.0
0.999,0.33105522,0.3296892,[ 0.         -4.         -0.1        -1.4398966   1.7781768   0.02318825],3,0.0
0.999,0.25258717,0.2512399,[-1.         -4.059104   -0.10975596 -1.8325957   1.8092362   0.2722776 ],2,0.0
0.999,0.5089076,0.5075633,[-1.         -4.0349607  -0.08657835 -1.1780972   1.8147963  -0.23534092],2,0.0
0.999,0.6172863,0.6159878,[-1.5        -4.14383    -0.06044744 -1.4398966   1.9264302   0.02992076],2,0.0
0.999,0.085770495,0.08456135,[-1.         -4.1648946  -0.1324123  -1.5707964   1.9169788  -0.04069982],0,0.0
0.999,4.5484767,4.554376,[ 5.         -0.04957887 -0.1820768  -0.91629785  1.0030676   2.5445638 ],4,4.9190016
0.999,0.2376821,0.23634094,[-1.         -4.0216694  -0.09123974 -1.5707964   1.8033204   0.16247353],0,0.0
0.999,0.7669313,0.76572686,[-2.5        -4.2107525  -0.05163692 -1.4398966   1.9939008   0.02914227],2,0.0
0.999,0.17882748,0.17752033,[ 0.         -4.         -0.1        -1.5707964   1.7500212  -0.00425529],3,0.0
0.999,0.19409835,0.19278073,[-1.         -4.051541   -0.08928184 -1.4398966   1.8331171   0.03038197],3,0.0
0.999,0.14012468,0.13885027,[ 0.         -3.9700642  -0.10097895 -1.4398966   1.8004433  -0.3904133 ],4,0.0
0.999,4.620817,4.6268997,[ 5.         -0.04957887 -0.1820768  -0.91629785  1.0030676   2.5445638 ],4,4.9190016
0.999,0.5324821,0.53114593,[-0.5        -3.9696803  -0.10292009 -1.701696    1.8312105  -0.1731708 ],4,0.0
0.999,0.048115246,0.04697138,[-0.5        -4.32357    -0.1496421  -1.3089969   2.0762455  -0.30651948],1,0.0
0.999,5.33229,5.340229,[-3.5        -4.4424825  -0.05163692 -1.5707964   2.2229111   0.14695992],2,-5.021758
0.999,0.8626434,0.861515,[-2.5       -4.0042086 -0.0807555 -1.5707964  1.8577201 -0.2912592],4,0.0
0.999,0.18202816,0.18071872,[-1.         -4.3212647  -0.19570987 -2.4870942   2.0910485   0.7949658 ],2,0.0
0.999,0.86582744,0.86470175,[-3.         -4.1210766  -0.1070028  -1.8325957   1.977217   -0.02619355],0,0.0
0.999,0.35310167,0.35173398,[ 4.        -3.9558346  0.7879674 -2.8797932  1.797873   1.5869588],4,0.0
0.999,0.76119393,0.7599853,[-2.        -3.8167086 -0.0807555 -1.5707964  1.6787533 -0.3148893],2,0.0
0.999,0.8402879,0.8391408,[-1.         -4.109432   -0.12526836 -1.701696    1.8736964   0.02345748],2,0.0
0.999,0.73316646,0.731938,[-0.5        -4.022116   -0.10389904 -1.8325957   1.784622    0.15934025],0,0.0
0.999,0.5783541,0.57703674,[-1.5        -4.0774813  -0.07214455 -1.3089969   1.8590652  -0.10135384],4,0.0
0.999,0.41340804,0.41204256,[ 0.         -3.9326925  -0.09706316 -1.5707964   1.7941722  -0.30636197],0,0.0
0.999,5.318211,5.3261123,[-2.5        -4.4939947  -0.24239777 -1.9634954   2.3733292   0.09666812],0,-5.1013365
0.999,0.72457814,0.72334385,[-0.5        -4.0148716  -0.10195789 -1.701696    1.7772171   0.02894115],4,0.0
0.999,0.8739075,0.8727888,[-2.5        -4.0413876  -0.08565023 -1.701696    1.8947462  -0.15795936],4,0.0
0.999,0.46903658,0.46768105,[ 0.         -3.7195935  -0.07488182 -1.701696    1.5847315  -0.19520074],2,0.0
0.999,0.77041435,0.7692125,[-0.5        -4.029361   -0.10584018 -1.8325957   1.7920272   0.15884277],2,0.0
0.999,0.93618184,0.93511915,[-2.5        -4.2733417  -0.13212098 -1.4398966   2.0374174  -0.23426071],0,0.0
0.999,0.49016094,0.48881096,[ 2.5       -3.9255097  0.6193666 -3.010693   1.9629767  1.9180664],4,0.0
0.999,0.2201292,0.21879648,[ 0.         -4.07404    -0.08926509 -1.4398966   1.8339363  -0.22110862],2,0.0
0.999,0.49906534,0.49771798,[ 1.5        -3.9868147   0.13172126 -2.8797932   1.8370436   1.5967895 ],0,0.0
0.999,5.1552086,5.162676,[-2.         -4.4824433  -0.1282052  -1.4398966   2.2451131  -0.22530861],2,-5.0531898
0.999,0.8639563,0.86282897,[ 0.         -4.018836   -0.01425945 -2.8797932   1.8308879   1.5354295 ],4,0.0
0.999,0.17167087,0.17036909,[ 1.         -3.9168606  -0.10584018 -1.5707964   1.7817607  -0.31188023],3,0.0
0.999,0.4153465,0.41398126,[ 0.         -4.3539624  -0.23671407 -2.3561945   2.128716    0.6505996 ],2,0.0
0.999,0.10796082,0.10672176,[-1.        -4.233995  -0.5786377 -2.7488935  2.021802   1.0080682],3,0.0
0.999,0.5814105,0.5800946,[ 0.5       -3.9925    -0.1       -1.5707964  1.7547624 -0.1020984],2,0.0
0.999,0.77699816,0.7758012,[-2.         -3.9667084  -0.0807555  -1.5707964   1.8218235  -0.29570562],2,0.0
0.999,0.079908505,0.07870817,[ 0.         -4.         -0.1        -1.701696    1.7502606   0.14579222],2,0.0
0.999,0.38609788,0.38473022,[ 3.         -3.2620528   0.16037796 -1.9634954   1.0181533   0.47956023],4,0.0
0.999,0.31361455,0.3122509,[ 1.         -4.3163257  -0.15158324 -1.1780972   2.069096   -0.43826705],2,0.0
0.999,0.83611095,0.83496034,[-1.         -4.149271   -0.14600861 -2.0943952   1.933327    0.6877531 ],1,0.0
0.999,0.41902468,0.41765988,[ 2.         -3.9304044   0.42520073 -3.1415927   1.8841225   1.9786055 ],3,0.0
0.999,4.73069,4.7370524,[ 5.         -0.04957887 -0.1820768  -0.91629785  1.0030676   2.5445638 ],4,4.9190016
0.999,0.18289787,0.18158782,[-2.         -4.1410894  -0.11956218 -1.701696    1.892699    0.09496216],3,0.0
0.999,0.46508127,0.4637248,[ 3.5       -2.8354995  0.361433  -2.0943952  0.6336878  0.8040175],3,0.0
0.999,0.79007345,0.78888637,[-1.         -4.0945606  -0.12331046 -1.8325957   1.8587006   0.15450028],3,0.0
0.999,0.48130658,0.47995415,[ 1.         -3.766888   -0.04767203 -1.8325957   1.5179694   0.22984257],2,0.0
0.999,0.30922344,0.30786055,[ 2.5        -3.5363357   0.04146822 -1.9634954   1.2864579   0.4040795 ],0,0.0
0.999,0.4551185,0.45375982,[ 2.5       -3.9489205  0.292056  -3.010693   1.8517413  1.7948333],3,0.0
0.999,0.7934064,0.7922219,[ 0.         -4.0129905  -0.1075     -2.0943952   1.7995895   0.69847685],0,0.0
0.999,0.24935637,0.24801034,[ 1.         -3.9625     -0.1        -1.5707964   1.8234854  -0.30380794],4,0.0
0.999,0.029828854,0.028726697,[-0.5        -4.0148716  -0.10195789 -1.701696    1.7651025   0.14487083],2,0.0
0.999,0.6583915,0.6571155,[ 0.         -3.830625   -0.02246161 -2.0943952   1.6377825   0.7501003 ],1,0.0
0.999,0.23816283,0.23682146,[ 3.5       -1.0226492  0.3272134 -1.5707964  0.4582234  2.2053697],2,0.0
0.999,4.7323,4.738666,[ 5.         -0.04957887 -0.1820768  -0.91629785  1.0030676   2.5445638 ],4,4.9190016
0.999,0.41012508,0.40875924,[-1.5        -4.420234    0.06409833 -0.7853982   2.2231617  -0.5914581 ],2,0.0
0.999,0.77949893,0.77830386,[ 0.5       -4.125027  -0.1286396 -2.3561945  1.912336   0.9579501],2,0.0
0.999,0.30991283,0.30854982,[ 1.         -4.0148077  -0.09902105 -1.5707964   1.7678008  -0.05028769],1,0.0
0.999,0.23325536,0.23191619,[ 4.         -1.0223504  -0.01266918 -1.5707964   0.4464544   2.214031  ],4,0.0
0.999,0.034169782,0.033056885,[ 1.         -4.1533723  -0.16714588 -1.701696    1.9071261   0.07616995],2,0.0
0.999,0.31626993,0.31490588,[-2.         -4.337074   -0.12751757 -1.5707964   2.0888426  -0.03627544],2,0.0
0.999,0.25034562,0.2489992,[ 1.         -3.0765083   0.10993425 -1.8325957   0.9614312   0.68056834],3,0.0
0.999,0.6148545,0.6135547,[ 1.         -3.886136   -0.04439541 -2.0943952   1.6872002   0.73530453],2,0.0
0.999,0.742319,0.7410969,[ 0.         -4.         -0.1        -1.5707964   1.7945981   0.19330058],4,0.0
0.999,0.79496473,0.7937814,[-0.5        -4.022372   -0.09804211 -1.4398966   1.7753066  -0.1806157 ],4,0.0
0.999,0.818198,0.81703293,[ 0.         -4.1557665  -0.1497586  -2.0943952   1.9391265   0.68587804],0,0.0
0.999,0.79269326,0.7915082,[ 0.         -4.         -0.1        -1.9634954   1.7881217   0.57161623],4,0.0
0.999,0.2783898,0.27703398,[ 3.         -1.6828076   1.012856   -1.8325957   0.39839518  1.7997296 ],3,0.0
0.999,0.5495518,0.5482222,[ 2.5       -3.9304044  0.6940458 -3.2724924  2.0024748  2.2044797],3,0.0
0.999,0.30833492,0.30697218,[ 2.5        -1.9762986   0.8838708  -1.8325957   0.32812026  1.4733487 ],1,0.0
0.999,0.40231806,0.40095147,[ 4.         -2.0625453   0.882014   -2.3561945   0.35564724  1.9098268 ],0,0.0
0.999,0.724229,0.72299445,[ 0.5        -4.021706   -0.02118855 -2.6179938   1.8321403   1.2705889 ],4,0.0
0.999,0.43670088,0.4353387,[ 4.         -2.2848983   0.6928874  -2.2252948   0.32513425  1.4689368 ],1,0.0
0.999,0.3020368,0.30067527,[ 3.        -1.7678487  0.9839884 -2.0943952  0.3761285  1.9733691],3,0.0
0.999,0.13327448,0.13200691,[ 0.         -3.8378694  -0.02440275 -1.8325957   1.6444087   0.4867333 ],1,0.0
0.999,0.46508121,0.46372473,[ 3.5       -2.8354995  0.361433  -2.0943952  0.6336878  0.8040175],3,0.0
0.999,0.25515977,0.25381154,[ 1.5        -2.1827796   0.8478005  -1.8325957   0.38864082  1.2634639 ],1,0.0
0.998,0.07384043,0.072459064,[ 0.5        -3.902949   -0.09314737 -1.701696    1.6555433   0.08293393],3,0.0
0.998,0.5618559,0.56020635,[ 2.5       -3.9255097  0.6568666 -3.1415927  1.9804473  2.061869 ],4,0.0
0.998,0.2605162,0.25881562,[ 2.5        -3.359268    0.08554433 -1.5707964   1.2150376   0.3430714 ],2,0.0
0.998,0.39928848,0.3975544,[ 4.        -3.916945   0.9633652 -2.8797932  1.8152715  1.6612782],2,0.0
0.998,0.77985406,0.7784641,[ 0.         -4.         -0.1        -1.5707964   1.7881217   0.17891717],4,0.0
0.998,0.3491627,0.34742734,[ 1.5        -3.9868147   0.13172126 -2.8797932   1.8370436   1.5967895 ],0,0.0
0.998,0.32827243,0.3265407,[ 2.5        -2.0632367   0.13818969 -1.8325957   0.18139946  1.2753605 ],0,0.0
0.998,0.81670403,0.81537116,[-0.5        -4.0745506  -0.10293684 -1.5707964   1.8276656  -0.05066161],4,0.0
0.998,4.5929446,4.6059933,[ 5.         -0.04957887 -0.1820768  -0.91629785  1.0030676   2.5445638 ],4,4.9190016
0.998,0.3904124,0.38867712,[ 4.5        -2.231347    0.7339788  -2.2252948   0.32072258  1.5419337 ],2,0.0
0.998,0.40779272,0.40606016,[ 3.5        -2.4577906   0.10303137 -1.4398966   0.42320532  0.52995044],4,0.0
0.998,0.88282406,0.88160187,[-1.         -4.1035905  -0.04798885 -1.3089969   1.9324394  -0.01160555],3,0.0
0.998,0.71338344,0.71189946,[ 0.         -3.9925642  -0.10097895 -1.5707964   1.8510034  -0.29857302],2,0.0
0.998,0.7888389,0.78746253,[-0.5        -3.9465442  -0.09716366 -1.5707964   1.7681237   0.24649456],3,0.0
0.998,1.2826992,1.2823368,"[-3.5000000e+00 -4.4302125e+00  6.0812362e-02 -1.3089969e+00
  2.2759349e+00 -3.0709421e-03]",0,0.0
0.998,0.27960992,0.27789733,[ 1.         -3.8133984  -0.09804211 -1.4398966   1.5663496  -0.18310432],1,0.0
0.998,0.28824788,0.28653073,[ 5.         -0.2485014   0.06551253 -1.701696    1.0740255   2.693844  ],1,0.0
0.998,0.31387237,0.3121447,[ 0.         -4.063373   -0.39743498 -1.9634954   1.8276002   0.2843827 ],2,0.0
0.998,0.64414513,0.6425765,[ 0.         -3.9925642  -0.10097895 -1.4398966   1.8510034  -0.4294727 ],4,0.0
0.998,0.78101444,0.7796262,[-0.5        -3.95398    -0.09618472 -1.4398966   1.7755738   0.11523072],3,0.0
0.998,0.23928292,0.237599,[ 0.5        -4.1197243  -0.12333629 -2.3561945   1.9080296   0.9603963 ],1,0.0
0.998,0.23506051,0.23338035,[ 1.         -4.077479   -0.08109137 -2.4870942   1.8742692   1.1110828 ],0,0.0
0.998,0.31756306,0.31583422,[ 2.         -3.5911264   0.07575487 -1.701696    1.4319642   0.43103796],1,0.0
0.998,0.8510351,0.8497584,[-0.5        -4.104551   -0.09902105 -1.8325957   1.9576964  -0.02316217],2,0.0
0.998,0.86026216,0.85900104,[-1.         -4.0222435  -0.10391579 -1.701696    1.7722601   0.12714134],0,0.0
0.998,0.29681996,0.29509878,[ 2.5        -3.291768    0.08554433 -1.5707964   1.1516184   0.35603446],0,0.0
0.998,0.27019876,0.26849174,[ 3.5       -1.5861417  1.0255823 -1.701696   0.4125979  1.7648017],2,0.0
0.998,0.9542599,0.95316845,[-1.         -4.138236   -0.03363822 -1.1780972   1.9695648  -0.14043257],2,0.0
0.998,0.85442275,0.85315174,[-1.         -4.051604   -0.10975596 -1.8325957   1.8016492   0.25565526],3,0.0
0.998,0.37270597,0.37096953,[ 4.        -2.1837459  0.7705045 -2.2252948  0.320946   1.607103 ],2,0.0
0.998,0.29224184,0.29052275,[ 1.5        -3.6208699   0.07183909 -1.701696    1.4592582   0.42495108],1,0.0
0.998,0.9173971,0.91623676,[-2.         -4.1614833  -0.13212098 -1.701696    1.9261823   0.02297003],2,0.0
0.998,1.021738,1.02078,[-2.5        -3.6053612   0.02524702 -1.3089969   1.3782784  -0.10943872],2,0.0
0.998,0.7398863,0.73843837,[-0.5        -4.0598073  -0.09706316 -1.5707964   1.9142299  -0.28921708],3,0.0
0.998,4.2654133,4.2768254,[ 5.         -0.01457389  0.11704494 -1.8325957   1.299946    2.8693862 ],1,4.9556637
0.998,1.1635858,1.1629368,[-2.5        -4.312314   -0.11748704 -1.5707964   2.1625717  -0.27023375],4,0.0
0.998,0.43756843,0.43584394,[ 2.5        -3.025181    0.09268082 -2.2252948   0.77737325  0.71092623],1,0.0
0.998,0.3357961,0.33406276,[ 1.5        -3.8914497  -0.07292364 -1.8325957   1.7723289   0.5955177 ],1,0.0
0.998,0.26214373,0.26044202,[ 2.         -3.1647813   0.09337591 -1.701696    1.0361391   0.5184789 ],0,0.0
0.998,5.0319633,5.0472784,[-2.         -4.4761357  -0.19520089 -1.5707964   2.2279117  -0.03544024],4,-5.0822597
0.998,0.42743337,0.42570567,[ 3.5        -2.526072    0.10458664 -1.5707964   0.6956611   0.82826066],3,0.0
0.998,0.11185605,0.11036849,[ 0.         -4.         -0.1        -1.3089969   1.7781768  -0.10771144],2,0.0
0.998,1.0821025,1.0812714,[-2.         -4.1614833  -0.13212098 -1.701696    1.9261823   0.02297003],2,0.0
0.998,0.22683786,0.22516546,[ 5.5        -0.39785978  0.05572307 -1.5707964   0.9453768   2.5153735 ],2,0.0
0.998,0.2333076,0.23162904,[ 1.5        -3.1127305   0.10022853 -1.701696    0.9907518   0.5348346 ],4,0.0
0.998,0.94840425,0.9473017,[-1.5        -3.9470463   0.13504393 -1.4398966   1.7333575   0.04574887],0,0.0
0.998,4.74046,4.754261,[ 1.5        -3.5324852  -0.02514419 -1.0471976   1.298994   -0.39164343],1,-4.5782022
0.998,0.11925209,0.11774725,[ 3.5        -2.7649698   0.41748697 -2.4870942   0.5853916   1.2627249 ],4,0.0
0.998,0.8431458,0.8418559,[-2.         -3.4822056  -0.00775241 -1.3089969   1.2515935  -0.11695966],1,0.0
0.998,1.2192767,1.2187587,[-3.         -4.3941083  -0.12825544 -1.701696    2.2442954  -0.13530566],4,0.0
0.998,0.24968588,0.24799335,[ 2.         -3.1945248   0.08946012 -1.701696    1.0622629   0.509535  ],0,0.0
0.998,0.62650526,0.6249174,[ 0.         -3.8881416  -0.10978946 -1.3089969   1.7084066  -0.01443567],3,0.0
0.998,0.64842165,0.64685786,[ 0.         -3.9925642  -0.10097895 -1.5707964   1.8510034  -0.29857302],0,0.0
0.998,0.4810082,0.47930273,[ 0.5        -3.7331352  -0.11650809 -1.3089969   1.4872822  -0.3248456 ],0,0.0
0.998,0.2550517,0.2533551,[ 2.         -3.583712    0.0397654  -1.5707964   1.4615847   0.35405782],4,0.0
0.998,0.17984003,0.1782242,[-2.5        -4.4163923  -0.1912851  -1.701696    2.1680677   0.09610844],1,0.0
0.998,0.8001302,0.7987712,[-0.5        -4.0896792  -0.09706316 -1.701696    1.9428751  -0.15496705],0,0.0
0.998,4.5156054,4.528263,[ 3.         -2.275945   -0.01116712 -1.701696    0.02997758  0.01769032],2,-3.997516
0.998,0.86272854,0.8614716,[-1.         -3.9757133  -0.09036129 -1.3089969   1.798071   -0.01552196],0,0.0
0.998,0.9915519,0.99053305,[-2.5        -3.8463113   0.10703859 -1.1780972   1.6292906  -0.22047672],1,0.0
0.998,0.07902022,0.07762241,[ 0.         -3.983022   -0.10080485 -2.2252948   1.7340963   0.6241588 ],3,0.0
0.998,0.10011327,0.098655224,[ 1.         -3.9625     -0.1        -1.5707964   1.8234854  -0.30380794],4,0.0
0.998,1.0825956,1.0817655,[-2.         -4.182961   -0.13988556 -1.8325957   1.9333586   0.24408065],4,0.0
0.998,0.8894199,0.88820934,[-1.5        -4.008242   -0.13738574 -1.5707964   1.8101712   0.20796   ],3,0.0
0.998,0.9832887,0.98225355,[-1.5        -4.0887833  -0.1146507  -1.701696    1.8388623   0.12284228],4,0.0
0.998,0.7487418,0.74730635,[ 0.         -4.         -0.1        -1.701696    1.7565069   0.20523058],2,0.0
0.998,0.8014484,0.80009145,[-0.5        -4.0822434  -0.09608421 -1.5707964   1.9354653  -0.2863233 ],4,0.0
0.998,0.20305358,0.20140707,[ 1.         -3.8991263  -0.05189541 -1.9634954   1.6983466   0.60002685],4,0.0
0.998,0.6289897,0.6274045,[ 0.         -4.         -0.1        -1.5707964   1.8101296   0.22384442],3,0.0
