1.0,0.76859987,0.7675999,[ 1.5        -3.1480203   0.25450137 -1.701696    0.91059434  0.26001632],4,0.0
1.0,0.9341896,0.93318963,[ 0.5        -3.5764244   0.1749916  -2.2252948   1.3298533   0.71411943],0,0.0
1.0,0.7982715,0.7972715,[ 1.5        -3.4158452   0.23306505 -1.701696    1.1743058   0.22859462],3,0.0
1.0,0.89236647,0.8913665,[ 1.        -3.9625    -0.1       -1.5707964  1.7180285 -0.0690791],0,0.0
1.0,1.0212594,1.0202594,[-0.5        -3.9181395  -0.09415982 -1.9634954   1.6733724   0.32483593],3,0.0
1.0,0.90094584,0.89994586,[ 0.5        -3.5888696   0.16667588 -2.0943952   1.3418021   0.578563  ],0,0.0
1.0,0.77659315,0.77559316,[ 0.5        -3.027743    0.29478535 -2.0943952   0.79760516  0.6923903 ],3,0.0
1.0,0.89511544,0.89411545,[ 0.5       -3.5704741  0.1795573 -2.2252948  1.324192   0.7166723],3,0.0
1.0,0.9256787,0.9246787,[ 0.5        -3.6083553   0.15542588 -2.0943952   1.3606788   0.57228786],1,0.0
1.0,1.0831081,1.082108,[-1.5        -3.8474596  -0.05222244 -2.0943952   1.6003233   0.47257394],0,0.0
1.0,0.03951926,0.038519263,[-1.         -3.891836   -0.08010386 -2.2252948   1.6462096   0.59208447],1,0.0
1.0,0.0010002385,2.3841858e-07,[ 2.         -3.097309    0.26808938 -1.8325957   0.8621918   0.40459752],2,0.0
1.0,0.0010001491,1.4901161e-07,[ 0.5       -3.5704741  0.1795573 -2.2252948  1.324192   0.7166723],3,0.0
1.0,0.03286093,0.031860933,[ 1.5        -3.393345    0.23306505 -1.5707964   1.1519144   0.09894763],1,0.0
1.0,0.095649764,0.09464976,[ 0.         -3.9925642  -0.10097895 -1.4398966   1.8053482  -0.35988086],1,0.0
1.0,0.8492373,0.84823734,[ 1.5        -3.459886    0.22430478 -1.8325957   1.2173287   0.35233307],0,0.0
1.0,0.08839683,0.08739683,[ 0.5        -3.9851284  -0.10195789 -1.4398966   1.7983301  -0.36098215],4,0.0
